state,food_name,subcategory,food_type,serving_size_g,calories_per_100g,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,calorie_status,data_note
Telangana,Mirchi Bajji,Snack,Veg,100,280.0,280,6,32,14,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Sarva Pindi,Bread,Veg,80,312.5,250,7,42,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Sakinalu,Snack,Veg,100,280.0,280,6,32,14,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Jonna Roti,Bread,Veg,80,312.5,250,7,42,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Pesarattu,Breakfast,Veg,180,122.2,220,7,32,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Gongura Pachadi,Chutney,Veg,50,200.0,100,2,8,6,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Bagara Rice,Rice Dish,Veg,250,120.0,300,8,48,8,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Hyderabadi Khatti Dal,Curry,Veg,200,115.0,230,8,18,12,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Qubani Ka Meetha,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Double Ka Meetha,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Chicken 65,Chicken,Non-Veg,180,166.7,300,33,5,18,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Hyderabadi Chicken,Chicken,Non-Veg,180,166.7,300,33,5,18,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Mutton Biryani,Rice Dish,Non-Veg,250,120.0,300,16,48,8,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Talawa Gosht,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Telangana,Fish Fry,Fish,Non-Veg,180,133.3,240,33,0,13,1,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Tripura,Mui Borok,Main Dish,Veg,200,140.0,280,9,30,12,6,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Tripura,Chakhwi,Main Dish,Veg,200,140.0,280,9,30,12,6,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Tripura,Mosdeng Serma,Chutney,Veg,50,200.0,100,2,8,6,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Tripura,Gudok,Main Dish,Non-Veg,200,140.0,280,17,30,12,6,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Tripura,Wahan Mosdeng,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Tripura,Berma Chutney,Seafood,Non-Veg,180,122.2,220,30,1,11,1,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Tripura,Bhangui,Rice Dish,Veg,250,120.0,300,8,48,8,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Tripura,Awandru,Main Dish,Veg,200,140.0,280,9,30,12,6,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Tripura,Chicken Curry,Chicken,Non-Veg,180,166.7,300,33,5,18,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Awadhi Biryani,Rice Dish,Non-Veg,250,120.0,300,16,48,8,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Lucknowi Biryani,Rice Dish,Non-Veg,250,120.0,300,16,48,8,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Tunday Kababi,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Galouti Kebab,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Shami Kebab,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Kakori Kebab,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Nihari,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Korma,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Bedai,Breakfast,Veg,180,122.2,220,7,32,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Kachori Sabzi,Breakfast,Veg,180,122.2,220,7,32,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Banarasi Kachori,Snack,Veg,100,280.0,280,6,32,14,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Banarasi Tamatar Chaat,Street Food,Veg,180,194.4,350,8,45,15,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Aloo Tikki,Street Food,Veg,180,194.4,350,8,45,15,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Banarasi Paan,Snack,Veg,100,280.0,280,6,32,14,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Petha,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Balushahi,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Jalebi,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Imarti,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Malaiyo,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Kheer,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Tehri,Rice Dish,Veg,250,120.0,300,8,48,8,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Aloo Puri,Breakfast,Veg,180,122.2,220,7,32,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Poori,Bread,Veg,80,312.5,250,7,42,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttar Pradesh,Kachori,Snack,Veg,100,280.0,280,6,32,14,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Kafuli,Main Dish,Veg,200,140.0,280,9,30,12,6,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Phaanu,Curry,Veg,200,115.0,230,8,18,12,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Aloo Ke Gutke,Side Dish,Veg,100,140.0,140,4,16,6,4,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Bhaang Ki Chutney,Chutney,Veg,50,200.0,100,2,8,6,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Chainsoo,Curry,Veg,200,115.0,230,8,18,12,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Jhangore Ki Kheer,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Singori,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Bal Mithai,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Mandua Roti,Bread,Veg,80,312.5,250,7,42,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Kumaoni Raita,Side Dish,Veg,100,140.0,140,4,16,6,4,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Bhatt Ki Churkani,Curry,Veg,200,115.0,230,8,18,12,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Kumaoni Mutton,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Uttarakhand,Pahadi Chicken,Chicken,Non-Veg,180,166.7,300,33,5,18,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Macher Jhol,Fish,Non-Veg,180,133.3,240,33,0,13,1,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Shorshe Ilish,Fish,Non-Veg,180,133.3,240,33,0,13,1,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Doi Maach,Fish,Non-Veg,180,133.3,240,33,0,13,1,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Chingri Malai Curry,Seafood,Non-Veg,180,122.2,220,30,1,11,1,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Kosha Mangsho,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Mutton Curry,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Chicken Kosha,Chicken,Non-Veg,180,166.7,300,33,5,18,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Luchi,Bread,Veg,80,312.5,250,7,42,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Aloo Posto,Main Dish,Veg,200,140.0,280,9,30,12,6,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Shukto,Vegetable,Veg,150,80.0,120,4,14,5,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Cholar Dal,Curry,Veg,200,115.0,230,8,18,12,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Mishti Doi,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Rasgulla,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Sandesh,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Kolkata Biryani,Rice Dish,Non-Veg,250,120.0,300,16,48,8,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Kathi Roll Egg,Street Food,Non-Veg,180,194.4,350,16,45,15,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Kathi Roll Chicken,Street Food,Non-Veg,180,194.4,350,16,45,15,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Kathi Roll Paneer,Street Food,Veg,180,194.4,350,8,45,15,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
West Bengal,Mughlai Paratha,Bread,Non-Veg,80,312.5,250,15,42,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Rajma,Main Dish,Veg,200,140.0,280,9,30,12,6,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Dum Aloo,Curry,Veg,200,115.0,230,8,18,12,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Haak,Vegetable,Veg,150,80.0,120,4,14,5,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Nadru Yakhni,Curry,Veg,200,115.0,230,8,18,12,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Rogan Josh,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Yakhni,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Gushtaba,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Rista,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Tabak Maaz,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Kashmiri Pulao,Rice Dish,Veg,250,120.0,300,8,48,8,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Modur Pulao,Rice Dish,Veg,250,120.0,300,8,48,8,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Kahwa,Drink,Veg,250,48.0,120,4,18,4,1,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Jammu and Kashmir,Sheer Chai,Drink,Veg,250,48.0,120,4,18,4,1,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Chole Bhature,Street Food,Veg,180,194.4,350,8,45,15,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Aloo Tikki,Street Food,Veg,180,194.4,350,8,45,15,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Dahi Bhalla,Street Food,Veg,180,194.4,350,8,45,15,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Rajma Chawal,Main Dish,Veg,200,140.0,280,9,30,12,6,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Butter Chicken,Chicken,Non-Veg,180,166.7,300,33,5,18,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Tandoori Chicken,Chicken,Non-Veg,180,166.7,300,33,5,18,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Chicken Tikka,Chicken,Non-Veg,180,166.7,300,33,5,18,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Kebabs,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Nihari,Meat,Non-Veg,180,194.4,350,32,3,25,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Momos,Street Food,Veg,180,194.4,350,8,45,15,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Chole Kulche,Street Food,Veg,180,194.4,350,8,45,15,5,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Paratha,Bread,Veg,80,312.5,250,7,42,7,3,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Daulat Ki Chaat,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Jalebi,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
Delhi,Kulfi,Sweet,Veg,75,400.0,300,5,42,12,2,Calories consumed,"Approximate regional-food estimate; recipe, oil, brand and portion can change nutrition"
